ID,BATCH,FILL00,COMMENTS,DESC1,DESC2,DESC3,DESC4,CNAME1,CNAME2,FILL01,CADDR,CCITY,CST,CZIP,CZIP2,FILL02,M-STUD1,M-STUD2,M-STUD3,M-STUD4,M-STUD5,M-STUD6,M-STUD7,M-STUD8,M-STUD9,M-STUD10,M-STUD11,M-STUD12,SFUND,FILL03,LOAWDS,HIAWDS,SDONOR,PCTAWD,LOAMNT,HIAMNT,FILL05,APDLMO,APDLDA,FILL06,APPLAPPL,APPLTRAN,APPLAUTO,APPLTEST,APPLINTE,APPLFINE,APPLESSA,APPLREFS,APPLSPEC,APPLCOMC,APPLFEE,CONTNAME,CONTNAM2,CONTNAM3,CONTADDR,CONTCITY,CONTST,CONTZIP1,CONTZIP2,CONTAREA,CONTEXCH,CONTLINE,CONTEXT,PUBFUND1,PUBFUND2,PUBDONR1,PUBDONR2,APPLHS,APPLHSN,FILL07,SCHOL,LOAN,FILL08,RENYES,RENNO,MALE,FEMALE,MAR,SIN,AU17,A18,A1920,A21,A2224,A25,A2630,A3134,A35,UHALF,UTHIRD,UFOURTH,FRESH,SOPH,JUNIOR,SENIOR,GSTU,TWOYR,FOURYR,TRTECH,BLIND,DEAF,PHYS,INDESK,ASIAN,BLACK,HISP,ANYSVC,AF,ARMY,NAVY,MARINES,CG,KD,STUD1,STUD2,STUD3,STUD4,STUD5,STUD6,STUD7,ST1,ST2,ST3,ST4,ST5,ST6,ST7,ST8,ST9,ST10,REL1,REL2,REL3,ETH1,ETH2,ETH3,ETH4,ETH5,EMP1,EMP2,EMP3,TAL1,TAL2,TAL3,CVC1,CVC2,CVC3,SUP,UPDYR,UPDMO,UPDDA,ANY-YR,PUB,PRIZE,INTERN,HS-YES,HS-NO,SASE,STUD8,STUD9,STUD10,STUD11,STUD12,TAL4,TAL5,CON-NO,FEE-NO,CONTESTN,APPLFEEN,ST11,ST12,ST13,ST14,ST15,CONTFAC,CONTFEX,CONTFLIN,CONTFEXT,SVLOGMO,SVLOGDA,SVLOGYR,SRC1,SRC2,SRC3,SRC4,NUMAWD,TOTALAWD,CORPCD,AIRNG,ARMYNG,NAVYNG,MARINENG,DESC5,LEARN,DONDES1,DONDES2,DONDES3,DONDES4,FEEAMT,AWARD-NON-US,SR-ST1,SR-ST2,SR-ST3,SR-ST4,SR-ST5,SR-ST6,SR-ST7,SR-ST8,SR-ST9,SR-ST10,SR-ST11,SR-ST12,SR-ST13,SR-ST14,SR-ST15,SPONSOR-URL,CONTACT-EMAIL,SRC1-Y,SRC1-N,FT_ONLY,PT_ONLY,FT_PT
150431,,,,Merit-based scholarship available to graduating seniors,in the state of Colorado. Selection based on academic achie,"vement, leadership, service and character. Renewable for fou",r years and can be used at any Colorado university or colleg,,,,,,,,,,,,,,,,,,,,,,Boettcher Foundation Scholarship,,42,,,,13000,40000,,11,1,,X,,,,X,,X,,,,,,,,,,,,,,,,,Boettcher Foundation Scholarship,,Boettcher Foundation,,X,,,X,,,X,,,,,,,,,,,,,,,,,,X,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,CO,,,,,,,,,,,,,,,,,,,,,LS,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,164,3000000,,,,,,"e. Includes full tuition and fees, living stipend of $2800 p",,At Boettcher we believe in the promise of Colorado and the,potential of Coloradans.  Every day we champion excellence,across our state by investing in our most talented citizens," and high-potential organizations, because supporting their",,,CO,,,,,,,,,,,,,,,www.boettcherfoundation.org/,,,X,X,,
150433,,,,"Scholarship for daughter, granddaughter, and great-gran",ddaughter of any honorably discharged or deceased veteran of,U.S. wars or conflicts. Must be Michigan resident for minim,"um of one year, female between 16 and 21 years, and attend c",,,,,,,,,,,,,,,,,,,,,,ALA Dept. of Michigan  Memorial Scholarship,,10,20,,,500,,,3,15,,X,,,,,X,,,,,,,,,,,,,,,,,,American Legion Auxiliary Department of Michigan Memorial Scholarship,,American Legion Auxiliary Department of Michigan,,,X,,X,,,,X,,X,,,,,,,,,,,,,,,X,X,,,,X,X,X,,,,,,,,X,,,,,,,,,,,,,,MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,ollege in Michigan. Must include copy of military discharge,,Serves veterans and their communities by promoting various,services and programs.,,,,,MI,,,,,,,,,,,,,,,www.michalaux.org/,,X,,X,,
150435,,,,"One-time award for child, grandchild, sister, or brothe",r of veteran. Must be resident of Maine and wishing to conti,nue education at accredited school in medical field. Must su,"bmit photo, doctor's statement, and evidence of civic activi",,,,,,,,,,HM,NU,,,,,,,,,,,Past Presidents' Parley Nurses Scholarship,,1,,,,300,,,3,31,,X,X,,,,,,X,X,,,,,,,,,,,,,,,American Legion Auxiliary Department of Maine Past Presidents' Parley Nurses Scholarship,,American Legion Auxiliary Department of Maine,,,X,,X,,,,X,,,,,,,,,,,,,,X,,,X,X,X,X,,X,X,X,,,,,,,,X,,,,,,X,,,,,,,,ME,,,,,,,,,,,,,,,,,,SE,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,1,300,,,,,,ty. Minimum 3.5 GPA required.,,A patriotic organization dedicated to the betterment of lif,e for veterans and their children. Active in educating and,"instilling values, teaching Americanism and respect for the",flag.,,,,,,,,,,,,,,,,,,www.mainelegion.org/,,X,,X,,
150436,,,,"Awards a total of $2400 ($1500, $500, $250, and $150) i",n scholarships to the top four winners in each state. The st,ate winner's school receives $500. The top three contestants," in the nation are awarded scholarships totaling $48,000 ($1",,,,,,,,,,,,,,,,,,,,,,AL Dept. of KS State Oratorical Contest,,4,,,,150,18000,,1,15,,X,,,,,,,,,,,,,,,,,,,,,,,American Legion Department of Kansas High School Oratorical Contest,,American Legion Department of Kansas,,X,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,KS,,,,,,,,,,,,,,,,,,,,,PU,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,"8,000, $16,000, and $14,000).",,A veterans' organization whose mission is to uphold and def,end the Constitution of the United States of America.,,,,,,,,,,,,,,,,,,,,www.ksamlegion.org/,,,X,X,,
150437,,,,Scholarship to the daughter or grand daughter of a vete,ran in The American Legion. Applicant must attend a Kentucky," college, and demonstrate financial need.",,,,,,,,,,,,,,,,,,,,,,,ALA Dept. of KY Mary Barrett Marshall Scholarship,,1,,,,1000,,,4,1,,X,X,,,,X,,,,,,,,,,,,,,,,,,American Legion Auxiliary Department of Kentucky Mary Barrett Marshall Scholarship,,American Legion Auxiliary Department of Kentucky,,X,,,X,,,,X,,X,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,A patriotic service organization for the welfare of veteran,s who belong to The American Legion. It embodies the spirit,of America that has prevailed through war and peace.,,,,KY,,,,,,,,,,,,,,,www.kylegion.org/,,,X,X,,
150438,,,,"One-time award available to a high school senior, child",of a veteran who served in the armed forces during eligibil,ity dates for American Legion membership. Must be U.S. citiz,en and Iowa resident enrolled at an Iowa institution.,,,,,,,,,,,,,,,,,,,,,,American Legion Auxiliary Department of Iowa Child,,10,,,,400,,,6,1,,X,,,,,X,X,,,,,,,,,,,,,,,,,American Legion Auxiliary Department of Iowa Children of Veterans Merit Award,,American Legion Auxiliary Department of Iowa,,X,,,X,,,,X,,,,,,,,,,,,,,,,,X,,,,,X,X,X,,,,,,,,X,,,,,,X,,,,,,,,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,10,4000,,,,,,,,A nonprofit women's patriotic organization pledged to helpi,"ng the veteran and the veterans family, children and youth,",and to promote Americanism and national security.,,,,IA,,,,,,,,,,,,,,,www.ialegion.org/ala,,,X,,,X
150439,,,,One-time award available to the child of an Iowa Americ,an Legion Post member or Iowa American Legion Auxiliary Unit,member. Award is for full-time study in an accredited nursi,ng program. Must be U.S. citizen and Iowa resident. Must att,,,,,,,,,,NU,,,,,,,,,,,,M.V. McCrae Memorial Nurses Merit Award,,1,,,,400,,,6,1,,X,X,,X,,X,X,X,,,,,,,,,,,,,,,,American Legion Auxiliary Department of Iowa M.V. McCrae Memorial Nurses Merit Award,,American Legion Auxiliary Department of Iowa,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,X,X,X,,,,,,,,X,,,,,,X,,,,,,,,IA,,,,,,,,,,,,,,,,,,,,,,,,LA,,,,,,,,,,,X,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,1,400,,,,,,end an Iowa institution.,,A nonprofit women's patriotic organization pledged to helpi,"ng the veteran and the veterans family, children and youth,",and to promote Americanism and national security.,,,,IA,,,,,,,,,,,,,,,www.ialegion.org/ala,,,X,X,,
150442,,,,Scholarship available to veterans or the children of ve,terans who are majoring in nursing. Applicants must be 17 to,35 years of age and residents of Idaho for five years prior,to applying. One-time award of $1000.,,,,,,,,,,NU,,,,,,,,,,,,Nursing Scholarship,,1,,,,1000,,,5,15,,X,X,,,,X,,X,,,,,,,,,,,,,,,,American Legion Auxiliary Department of Idaho Nursing Scholarship,,American Legion Auxiliary Department of Idaho,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,,X,,,,,,,,,X,,,,,,X,,,,,,,,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,1,1000,,,,,,,,"Women's patriotic organization helping veterans, their chil","dren and grandchildren, and communities.",,,,,,,,,,,,,,,,,,,,www.idahoala.org/,,,X,,,X
150445,,,,Half the number of available grants are awarded to chil,dren of veterans who are also residents of CT. Remaining gra,nts awarded to child or grandchild of a member (or member at,time of death) of the CT Departments of the American Legion,,,,,,,,,,,,,,,,,,,,,,Memorial Educational Grant,,4,,,,500,,,3,10,,X,X,,,,X,X,X,,,,,,,,,,,,,,,,American Legion Auxiliary Department of Connecticut Memorial Educational Grant,,American Legion Auxiliary Department of Connecticut,,,X,,,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,X,X,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA,,,,,,,,,,,X,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,8,4000,,,,,,"/American Legion Auxiliary, regardless of residency; or are",,The largest women's patriotic organization supporting vete,"rans, active duty military, our children and our communitie",s. We uphold and defend the Constitution of the United Stat,es of America.,,,,,,,,,,,,,,,,,,www.ct.legion.org/,,,X,X,,
150446,,,,"Open to children, spouses, grandchildren, and great-gra","ndchildren of American Legion veterans, and veterans who ser",ved in the armed forces during eligibility dates for members,hip in the American Legion. Must be Colorado residents who h,,,,,,,,,,DH,NU,AU,HA,HM,HI,ON,OP,OT,PH,TH,,AL Aux Dept. of CO Past Pres. Parley Nurses Schol.,,3,5,,,500,1500,,3,15,,X,,,,,X,X,,,,,,,,,,,,,,,,,American Legion Auxiliary Department of Colorado Past Presidents' Parley  Health Care Professional ScholarshipNurses Scholarship,,American Legion Auxiliary Department of Colorado,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,1,2000,,,,,,ave been accepted by an accredited health care professional,,The American Legion Auxiliary sponsors  programs for vetera,"ns, young people, and community. Promotes individual integr",ity and family values to advance the understanding of patri,otism and responsibility of citizenship.,,,CO,,,,,,,,,,,,,,,www.alacolorado.com,,,X,,,X
150458,,,,Non-renewable research grants in family medicine or pra,ctice. Not for educational projects. Must be individual fami,ly physicians or part of a family practice association or de,partment. Deadlines vary.,,,,,,,,,,HM,,,,,,,,,,,,AAFP Joint Grant Awards,,,,,,,50000,,V,,,X,,,,,,,,X,,,,,,,,,,,,,,,Joint Grant Awards,,American Academy of Family Physicians Foundation,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,Organization works to ensure the best possible future for t,"he individual family physician, the specialty of family pra","ctice, and the delivery of health care as a whole.",,,,,,,,,,,,,,,,,,,www.aafpfoundation.org/,,,X,,,X
150459,,,,Renewable award for U.S. citizen or permanent resident,enrolled full-time in APA-accredited doctoral program in psy,chology. Must be ethnic minority underrepresented in field o,r show commitment to career in psychology related to ethnic,,,,,,,,,,HM,PL,,,,,,,,,,,Minority F.ship in Mental Health/Subst. Abuse Svcs,,25,30,,,22032,22032,,1,15,,X,X,,X,,X,X,X,,,,,,,,,,,,,,,,Minority Fellowship in Mental Health and Substance Abuse Services,,American Psychological Association,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,31,631104,,,,,,"minority populations. African-American, Alaskan Native, Amer",,An association providing financial support and professional,guidance to individuals pursuing doctoral degrees in psych,ology and neuroscience.,,,,,,,,,,,,,,,,,,,www.apa.org/,,,X,X,,
150461,,,,One-time award for registered graduate student in the s,ciences and technologies studies of interest to the AVS at a,n accredited academic institution. . Additional information,at http://www.avs.org.,,,,,,,,,,PS,,,,,,,,,,,,American Vacuum Society Graduate Research Award,,8,,,,1000,,,4,2,,X,,,,X,,,,,,,,,,,,,,,,,,,American Vacuum Society Graduate Research Award,,American Vacuum Society,,,X,,X,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,8,10000,,,,,,,,The organization is dedicated to recognition of outstanding,scientific research and technological innovation is one of,the most important activities within AVS. Awards given by,AVS are offered to recognize outstanding individual accompl,,,,,,,,,,,,,,,,,,www.avs.org/,,,X,X,,
150468,,,,Top 25 contestants in the three most recent national in,tercollegiate dairy cattle judging contests or the top ranki,ng team members from the North American Intercollegiate Dair,y Challenge are eligible to apply for two $3000 one-time sch,,,,,,,,,,AG,AN,,,,,,,,,,,Kildee Scholarships,,1,2,,,1000,3000,,4,15,,X,,,,,,,,,,,,,,,,,,,,,,,Kildee Scholarships,,National Dairy Shrine,,,X,,X,,,,X,,,,,,,,,,,,,,,X,,,,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,1,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,3,8000,,,,,,olarships for graduate study in the field related to dairy c,,"An organization of dairy producers, processors, scientists,"," students, educators, and others who share a desire to pres","erve dairy history, recognize past & present dairy leaders",and encourage young people to enter the dairy industry and,,,1,,,,,,,,,,,,,,,www.dairyshrine.org/,,,X,X,,
150472,,,,Must be FCSLA member in good standing for at least thre,e years. Must attend accredited college in the United States,or Canada in undergraduate or graduate degree program. Must,submit certified copy of college acceptance. Award value is,,,,,,,,,,,,,,,,,,,,,,FCSLA Frat. Scholarship Award,,133,,,,1250,1750,,3,1,,X,X,,X,,,X,X,,,,,,,,,,,,,,,,First Catholic Slovak Ladies Association Fraternal Scholarship Award,,First Catholic Slovak Ladies Association,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,80,64000,,,,,,$1250 for undergraduate and $1750 for graduate students.,,"A not-for-profit, fraternal insurance company for Christian",s living in the United States.  FCSLA offers affordable lif,e insurance and annuities.  We have a longstanding traditio,n of charitable benevolence.,,,,,,,,,,,,,,,,,,www.fcsla.org/,,,X,X,,
150473,,,,Scholarships for children of soldiers of the 1st Cavalr,y Division who died or have been declared permanently and to,tally (100%) disabled from combat with the 1st Cavalry Divis,"ion. Show proof of service with the division, relationship t",,,,,,,,,,,,,,,,,,,,,,Foundation of the 1st Cavalry Division Association,,1,8,,,600,1200,,8,1,,X,,,,,,,,,,,,,,,,,,,,,,,Foundation of the 1st Cavalry Division Association Scholarship,,Foundation of the 1st Cavalry Division Association,,,X,,,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,X,X,X,,,,,,,,,X,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,31,25570,,,X,,,"o parent, death or disability of parent, and acceptance at h",,"A non-political, non-sectarian, non-profit soldiers and vet",erans fraternity.,,,,,,,,,,,,,,,,,,,,www.1cda.org/,,,X,,,X
150476,,,,Scholarship for full-time junior or senior at a four-ye,ar accredited college or university in the United States. Up,to five awards are granted.,,,,,,,,,,,,,,,,,,,,,,,Elie Wiesel Prize in Ethics Essay Contest,,,5,,,500,5000,,12,3,,X,,,,,,X,,X,X,,,,,,,,,,,,,,Elie Wiesel Prize in Ethics Essay Contest,,Elie Wiesel Foundation for Humanity,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,X,,,X,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,5,10000,,,,,,,,"Organization was established to combat indifference, intole",rance and injustice through international dialogue and yout,"h-focused programs that promote acceptance, understanding a",nd equality.,,,,,,,,,,,,,,,,,,www.eliewieselfoundation.org/,,,X,X,,
150477,,,,One-time award to provide financial aid and work experi,ence to minority law students. Must be currently enrolled in,second semester of first year of law school at time of appl,ication. Based on academic performance and potential.,,,,,,,,,,LS,,,,,,,,,,,,F&amp;B  Foundation Minority Scholarship,,1,,,,15000,,,3,31,,X,,,,,,,,,,,,,,,,,,,,,,,Fredrikson and Byron Foundation Minority Scholarship,,Fredrikson &amp; Byron Foundation,,,X,,X,,,,X,,,,,,,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,1,15000,,,,,,,,Charitable foundation sponsoring educational opportunities,"for currently enrolled, first-year law students of diverse",backgrounds.,,,,1,,,,,,,,,,,,,,,www.fredlaw.com,,,X,,,X
150478,,,,One-time award for undergraduate and graduate student w,hose parents are veterans. Award is based on financial need,and good character. Must be U.S. citizen. Applicant must sho,"w evidence of being enrolled, or attending accredited colleg",,,,,,,,,,,,,,,,,,,,,,Daniel E. Lambert Memorial Scholarship,,1,2,,,500,1000,,5,1,,X,,,,,,,X,,,,,,,,,,,,,,,,Daniel E. Lambert Memorial Scholarship,,American Legion Department of Maine,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,X,X,X,,,,,,,,X,,,,,,X,,,,,,,,ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,2,2000,,,,,,e or vocational technical school. Scholarship value is from,,"Maine Department of the American Legion, a war veterans' or",ganization.,,,,,,,,,,,,,,,,,,,,www.mainelegion.org/,,,X,X,,
150479,,,,For U.S. citizen or foreign national enrolled or teachi,ng full-time at a U.S. institution for postdoctoral study in,India. Application fee: $25.,,,,,,,,,,,AE,FL,,,,,,,,,,,Amer. Inst. of Indian Studies Research Fellowships,,,,,,,,,7,1,,X,X,,,,,,X,X,,X,,,,,,,,,,,,,American Institute of Indian Studies Research Fellowships,,American Institute of Indian Studies,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Promotes study and research on Indian culture and history.,,,,25,,,,,,,,,,,,,,,,,www.indiastudies.org/,,X,,X,,
150483,,,,"One-time award for Nebraska residents who are children,"," grandchildren, or great-grandchildren of an American Legion"," Auxiliary member, or who have been members of the American","Legion, American Legion Auxiliary, or Sons of the American L",,,,,,,,,,,,,,,,,,,,,,Ruby Paul Campaign Fund Scholarship,,1,3,,,100,300,,3,15,,X,X,,X,,X,X,X,X,,,,,,,,,,,,,,,American Legion Auxiliary Department of Nebraska Ruby Paul Campaign Fund Scholarship,,American Legion Auxiliary Department of Nebraska,,X,,,X,,,,X,,,,,,,,,,,,,,,X,,X,,,,,,X,,,,,,,,,X,,,,,,X,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,LA,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,3,600,,,,,,egion or Auxiliary for two years prior to issuing the applic,,The auxiliary is a nonprofit veterans' organization activel,y involved in community service.,,,,,,,,,,,,,,,,,,,,www.nebraskalegionaux.net/,,,X,X,,
150490,,,,Scholarship to applicants pursuing graduate level studi,es for one year in fields which address the special needs of," children and youth. Fields of study include, but are not li","mited to: counseling, psychology, mental health, special edu",,,,,,,,,,CF,ED,PL,SE,HM,,,,,,,,NAJA Graduate Scholarship Program,,10,20,,,500,9000,,2,1,,X,,,,,,X,,,,,,,,,,,,,,,,,National Association of Junior Auxiliaries Graduate Scholarship Program,,"National Association of Junior Auxiliaries, Inc.",,,X,,X,,,,X,,,,,,,,,,,,,,,X,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,AL,AR,FL,LA,MO,MS,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,7,37000,,,,,,"cation, speech pathology, exceptional children, remedial ski",,The association's members render charitable services which,"are beneficial to the general public, with particular empha",sis on children.,,,,,,,,,,,,,,,,,,,www.najanet.org/,,,X,,,X
150494,,,,Four $500 scholarships will be awarded to students curr,"ently enrolled in a licensed practical nurse, Associate degr","ee, or Bachelor's degree nursing education program. Must hav",e successfully completed at least one nursing course with a,,,,,,,,,,NU,,,,,,,,,,,,Nursing Student Scholarship,,4,,,,500,,,1,1,,X,X,,,,,X,X,X,,,,,,,,,,,,,,,Nursing Student Scholarship,,Michigan League for Nursing,,,X,,X,,,,X,,,,,,,,,,,,,,,,,,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,clinical component. For Michigan residents to use at college,,The purpose of the Michigan League for Nursing is:To promot,e professional growth and continuous quality improvement of,educators for the nursing workforceTo enhance collaboratio,n between nursing education and healthcare delivery systems,,,MI,,,,,,,,,,,,,,,www.michleaguenursing.org,,,X,X,,
150495,,,,Grants to defray travel and other expenses incurred whi,le conducting research at LBJ Library.  September 15 deadlin,"e for spring term (January 1 - August 31), March 15 deadline",for fall term (June 1 - December 31).  Must contact Archive,,,,,,,,,,IS,MD,HS,AM,MU,PO,1,,,,,,Moody Research Grants,,10,15,,,600,3000,,3,15,,X,,,,,,,,,,,,,,,,,,,,,,,Moody Research Grants,,The Lyndon Baines Johnson Foundation,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,1,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,28,56000,,,,,,s regarding availability of material.  Should state clearly,,The organization provides support to the Lyndon Baines John,son School of Public Affairs and the Lyndon Baines Johnson,Presidential Library. As a part of its support for the Libr,"ary, the organization awards a limited number of grants to",,,1,,,,,,,,,,,,,,,www.lbjlibrary.org/page/foundation/,,,X,,,X
150496,,,,Scholarship for Military Order of the Purple Heart (MOP,"H) Members/spouses or children, stepchildren, adopted childr","en or grandchildren, veterans killed-in-action or veterans w",ho died of wounds and did not have the opportunity to join t,,,,,,,,,,,,,,,,,,,,,,Military Order of the Purple Heart Scholarship,,,83,,,3000,,,2,17,,X,X,,,,,X,X,X,,X,,,,,,,,,,,,,Military Order of the Purple Heart Scholarship,,Military Order of the Purple Heart,,,X,,X,,,,X,,,,,,,,,,,,,,,X,,X,X,X,X,,X,X,X,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,249000,,,,,,"he MOPH. Must submit $10 application fee, essay, high school",,Organization mission is to foster an environment of goodwil,"l and camaraderie among combat wounded veterans, promote pa",triotism; support necessary legislative initiatives; and mo,"st importantly, provide service to all veterans and their f",10,,,,,,,,,,,,,,,,,www.purpleheart.org/,,,X,X,,
150498,,,,Tuition waiver award for dependent children who have no,t reached their 22nd birthday or spouses of veterans permane,ntly and totally disabled resulting from service-connected d,isability; died from a service-connected disability ; at tim,,,,,,,,,,,,,,,,,,,,,,Veterans Dependents Educational Benefits-Maine,,,,,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,Veterans Dependents Educational Benefits-Maine,,Maine Veterans Services,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,X,X,,,,,,,,,X,,,,,,X,,,,,,,,ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,e of death was totally and permanently disabled due to servi,,This tuition assistance program is administered by the Bure,au of Maine Veterans Services. The program provides assista,nce to qualifying dependents of certain veterans for tuitio,"n waiver benefits as defined in Title 37B, Chapter 7, Secti",,,ME,,,,,,,,,,,,,,,www.maine.gov/dvem/bvs,,X,,,,X
